PaikkaNimi;Varaustyyppi;Kohdetyyppi;PaakohdeNimi;VarauksenTila;TuoreimmanVarauksenPaatymisaikaUtc;Varaustapa;Varattavissa;HintaAlv0;HintaAlv%;Aktiivinen;KeskipisteP;KeskipisteI
UittamoD026;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;290.3200;24.00;1;6701183.6636237064;23458671.76248192
UittamoD027;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;290.3200;24.00;1;6701190.0527642556;23458663.841003817
UittamoD028;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;290.3200;24.00;1;6701181.9624620443;23458669.29141425
UittamoD029;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;290.3200;24.00;1;6701188.3532500006;23458661.36885
UittamoD030;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;290.3200;24.00;1;6701180.2612642497;23458666.820403829
UittamoD031;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;290.3200;24.00;1;6701186.6537357438;23458658.896696184
UittamoD032;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;290.3200;24.00;1;6701178.5601000004;23458664.349350002
UittamoD033;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;290.3200;24.00;1;6701184.9541521976;23458656.424539559
UittamoD034;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;290.3200;24.00;1;6701176.8589357501;23458661.87829617
UittamoD035;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;290.3200;24.00;1;6701183.2546620583;23458653.952364255
UittamoD036;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;290.3200;24.00;1;6701175.1577642504;23458659.407303829
UittamoD037;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Paattynyt;2022-05-17 09:20:42.673;0 - Julkisesti;Kylla - julkisesti;290.3200;24.00;1;6701181.5551000005;23458651.4802
UittamoD038;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;290.3200;24.00;1;6701173.4566000002;23458656.936250001
UittamoD039;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;290.3200;24.00;1;6701179.8555500004;23458649.008050002
UittamoD040;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;290.3200;24.00;1;6701171.7554357499;23458654.46519617
UittamoD041;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;290.3200;24.00;1;6701178.1560357446;23458646.535896186
UittamoD042;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;290.3200;24.00;1;6701170.05425;23458651.994200002
UittamoD043;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;290.3200;24.00;1;6701176.4564521974;23458644.063739561
UittamoD044;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Paattynyt;2022-04-04 00:18:59.000;0 - Julkisesti;Kylla - julkisesti;290.3200;24.00;1;6701168.3530642502;23458649.52315383
